Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_to_Loan_Ratio,EMI,Risk_Category,Default_Probability,Predicted_Status,Predicted_Status_Label,Risk_Level,Money_At_Risk
LP001478,Male,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,1,2718.0,38.82857142857143,0.19444444444444445,Low Risk,0.1669968362921651,1,Approved,Low Risk,11.689778540451558
LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,1,3459.0,138.36,0.20833333333333334,Low Risk,0.1215936810799988,1,Approved,Low Risk,3.03984202699997
LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,1,4895.0,47.990196078431374,0.2833333333333333,Low Risk,0.16984638432174293,1,Approved,Low Risk,17.324331200817777
LP001488,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,0,11750.0,40.51724137931034,0.8055555555555556,Low Risk,0.11829989803788976,1,Approved,Low Risk,34.30697043098803
LP001489,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,0,4583.0,54.55952380952381,0.23333333333333334,Low Risk,0.1679195666736728,1,Approved,Low Risk,14.105243600588516
LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,1,6816.0,77.45454545454545,0.24444444444444444,Low Risk,0.18147612318409045,1,Approved,Low Risk,15.96989884019996
LP001492,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,0,14999.0,61.97933884297521,0.6722222222222223,High Risk,0.9020955971355326,0,Rejected,High Risk,218.3071345067989
LP001493,Male,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,0,5630.0,43.64341085271318,0.35833333333333334,Low Risk,0.2133649211875681,1,Approved,Low Risk,27.524074833196288
LP001497,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,0,7125.0,38.513513513513516,0.5138888888888888,Low Risk,0.16143454537522828,1,Approved,Low Risk,29.86539089441723
LP001498,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,1,5417.0,32.24404761904762,0.4666666666666667,Low Risk,0.2706721462648042,1,Approved,Low Risk,45.472920572487105
LP001504,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,1,6950.0,39.714285714285715,0.9722222222222222,Low Risk,0.18257450504075345,1,Approved,Low Risk,31.950538382131853
LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,1,4732.0,38.78688524590164,0.3388888888888889,Low Risk,0.1193854602138027,1,Approved,Low Risk,14.565026146083929
LP001508,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,1,11757.0,62.8716577540107,1.038888888888889,Low Risk,0.11635741826474966,1,Approved,Low Risk,21.758837215508187
LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,1,6816.0,68.16,0.2777777777777778,Low Risk,0.10730368394425027,1,Approved,Low Risk,10.730368394425028
LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,1,14866.0,212.37142857142857,0.19444444444444445,Low Risk,0.11520140187678818,1,Approved,Low Risk,8.064098131375172
LP001518,Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,1,2963.0,98.76666666666667,0.08333333333333333,Low Risk,0.24686433810913055,1,Approved,Low Risk,7.405930143273917
LP001519,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,0,11666.0,51.84888888888889,0.625,Low Risk,0.27815217845569096,1,Approved,Low Risk,62.58424015253046
LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,1,5690.0,45.52,0.3472222222222222,Low Risk,0.11342317999379925,1,Approved,Low Risk,14.177897499224906
LP001528,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,0,6277.0,53.19491525423729,0.3277777777777778,High Risk,0.9514131344398989,0,Rejected,High Risk,112.26674986390807
LP001529,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,1,6327.0,41.625,0.4222222222222222,Low Risk,0.2946809456517969,1,Approved,Low Risk,44.791503739073136
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,0,9166.0,37.5655737704918,0.6777777777777778,Low Risk,0.27519337788070164,1,Approved,Low Risk,67.1471842028912
LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,0,2281.0,20.1858407079646,0.3138888888888889,Medium Risk,0.6477529884157591,0,Rejected,High Risk,73.19608769098078
LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,1,3254.0,65.08,0.1388888888888889,Low Risk,0.2764610222307621,1,Approved,Low Risk,13.823051111538105
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,1,39999.0,66.665,3.3333333333333335,High Risk,0.7962288200420627,0,Rejected,High Risk,477.73729202523765
LP001541,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,1.0,Rural,1,6000.0,37.5,0.4444444444444444,Low Risk,0.2576520388446313,1,Approved,Low Risk,41.224326215141005
LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,1,9538.0,51.00534759358289,0.5194444444444445,Low Risk,0.22818990815967988,1,Approved,Low Risk,42.671512825860134
LP001546,Male,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,1,5063.0,42.19166666666667,0.3333333333333333,Low Risk,0.33997813162520196,1,Approved,Medium Risk,40.79737579502424
LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,1,10208.0,40.03137254901961,0.7083333333333334,Low Risk,0.14642601710681924,1,Approved,Low Risk,37.338634362238906
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,1,2904.0,29.632653061224488,0.2722222222222222,Low Risk,0.1551891334240849,1,Approved,Low Risk,15.208535075560322
LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,0,7933.0,28.847272727272728,0.7638888888888888,Low Risk,0.18148783859372575,1,Approved,Low Risk,49.90915561327458
LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,0,4369.0,36.107438016528924,0.33611111111111114,High Risk,0.8745655305494158,0,Rejected,High Risk,105.8224291964793
LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,1,5614.0,35.53164556962025,0.4388888888888889,Low Risk,0.15509489006769128,1,Approved,Low Risk,24.504992630695224
LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,1,9323.0,124.30666666666667,0.4166666666666667,Low Risk,0.18117710998892966,1,Approved,Low Risk,13.588283249169725
LP001574,Male,Yes,0,Graduate,No,3707,3166.0,182.0,360.0,1.0,Rural,1,6873.0,37.76373626373626,0.5055555555555555,Low Risk,0.2465967825633082,1,Approved,Low Risk,44.880614426522094
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,0,4583.0,40.919642857142854,0.3111111111111111,Low Risk,0.165689514765469,1,Approved,Low Risk,18.55722565373253
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,1,5772.0,44.74418604651163,0.35833333333333334,Low Risk,0.24924612971103932,1,Approved,Low Risk,32.15275073272407
LP001579,Male,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,0,2237.0,35.507936507936506,0.13125,High Risk,0.9013648043337235,0,Rejected,High Risk,56.78598267302458
LP001580,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,1,8000.0,40.0,0.5555555555555556,Low Risk,0.07100254074424928,1,Approved,Low Risk,14.200508148849856
LP001581,Male,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,1,3589.0,37.77894736842105,0.2638888888888889,Low Risk,0.3033247843818825,1,Approved,Medium Risk,28.815854516278836
LP001585,Male,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,1,51763.0,73.94714285714285,2.3333333333333335,Low Risk,0.16354521756261486,1,Approved,Low Risk,114.48165229383041
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,0,3522.0,43.48148148148148,0.45,Low Risk,0.19318770489693027,1,Approved,Low Risk,15.648204096651352
LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,1,11333.0,60.60427807486631,0.5194444444444445,Low Risk,0.1506442609452847,1,Approved,Low Risk,28.17047679676824
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736.0,87.0,360.0,1.0,Semiurban,0,5080.0,58.39080459770115,0.24166666666666667,Low Risk,0.18819864310908985,1,Approved,Low Risk,16.373281950490817
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,1,5461.0,47.077586206896555,0.32222222222222224,Low Risk,0.23479872638898236,1,Approved,Low Risk,27.236652261121954
LP001608,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,1,3664.0,36.277227722772274,0.28055555555555556,Low Risk,0.15551361669137875,1,Approved,Low Risk,15.706875285829254
LP001610,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,0,16816.0,33.971717171717174,1.375,High Risk,0.8753593175077862,0,Rejected,High Risk,433.30286216635415
LP001616,Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,1,3750.0,32.327586206896555,0.32222222222222224,Low Risk,0.13221390253143306,1,Approved,Low Risk,15.336812693646234
LP001630,Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,0,3784.0,37.09803921568628,0.2125,High Risk,0.9644080914383776,0,Rejected,High Risk,98.36962532671451
LP001633,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,0,13650.0,75.83333333333333,0.5,High Risk,0.952526884809584,0,Rejected,High Risk,171.45483926572513
LP001634,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,1.0,Rural,0,6979.0,104.16417910447761,0.18611111111111112,Low Risk,0.39895681211082157,1,Approved,Medium Risk,26.730106411425044
LP001636,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,1,4600.0,63.013698630136986,0.40555555555555556,Low Risk,0.09855238519243104,1,Approved,Low Risk,7.194324119047465
LP001637,Male,Yes,1,Graduate,No,33846,0.0,260.0,360.0,1.0,Semiurban,0,33846.0,130.1769230769231,0.7222222222222222,Low Risk,0.16725420921384537,1,Approved,Low Risk,43.4860943955998
LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,1,3625.0,33.56481481481482,0.3,Low Risk,0.08038489528093729,1,Approved,Low Risk,8.681568690341226
LP001640,Male,Yes,0,Graduate,Yes,39147,4750.0,120.0,360.0,1.0,Semiurban,1,43897.0,365.80833333333334,0.3333333333333333,Low Risk,0.2581736143721902,1,Approved,Low Risk,30.980833724662826
LP001641,Male,Yes,1,Graduate,Yes,2178,0.0,66.0,300.0,0.0,Rural,0,2178.0,33.0,0.22,High Risk,0.9441253225972659,0,Rejected,High Risk,62.31227129141955
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,1.0,Rural,1,4521.0,77.94827586206897,0.16111111111111112,Low Risk,0.2420932052964455,1,Approved,Low Risk,14.04140590719384
LP001644,Male,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,1,5970.0,35.535714285714285,0.4666666666666667,Low Risk,0.31177254371859386,1,Approved,Medium Risk,52.37778734472377
LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,1,9328.0,49.61702127659574,1.0444444444444445,Low Risk,0.1989858976311062,1,Approved,Low Risk,37.409348754647965
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,1,4885.0,101.77083333333333,0.13333333333333333,Low Risk,0.41586269955533217,1,Approved,Medium Risk,19.961409578655946
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,0,12000.0,73.17073170731707,0.45555555555555555,Low Risk,0.17921883073626843,1,Approved,Low Risk,29.391888240748024
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,0,6033.0,37.70625,0.4444444444444444,Low Risk,0.24615907431775352,1,Approved,Low Risk,39.385451890840564
LP001658,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,1,3858.0,50.76315789473684,0.2111111111111111,Low Risk,0.16961938922485287,1,Approved,Low Risk,12.891073581088818
LP001664,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,1,4191.0,34.925,0.3333333333333333,Low Risk,0.3103927669964487,1,Approved,Medium Risk,37.24713203957384
LP001665,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,0,5708.0,33.576470588235296,0.4722222222222222,Low Risk,0.1517481855830447,1,Approved,Low Risk,25.7971915491176
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,1,12083.0,64.61497326203208,0.5194444444444445,Low Risk,0.3765174618831949,1,Approved,Medium Risk,70.40876537215745
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,360.0,1.0,Urban,1,4272.0,35.6,0.3333333333333333,Low Risk,0.3142498623438772,1,Approved,Medium Risk,37.70998348126526
LP001671,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,1.0,Semiurban,1,6232.0,55.150442477876105,0.3138888888888889,Low Risk,0.09671089701320146,1,Approved,Low Risk,10.928331362491765
LP001673,Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,0,11000.0,132.53012048192772,0.23055555555555557,Low Risk,0.3450273125320007,1,Approved,Medium Risk,28.637266940156056
LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,1,5100.0,56.666666666666664,0.25,Low Risk,0.21097505951772288,1,Approved,Low Risk,18.98775535659506
LP001677,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,1,4923.0,29.656626506024097,0.46111111111111114,High Risk,0.8404437400097007,0,Rejected,High Risk,139.51366084161032
LP001682,Male,Yes,3+,Not Graduate,No,3992,0.0,128.0,180.0,1.0,Urban,0,3992.0,31.1875,0.7111111111111111,Low Risk,0.16326523965702622,1,Approved,Low Risk,20.897950676099356
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,1,4583.0,33.94814814814815,0.375,Low Risk,0.30608812023520626,1,Approved,Medium Risk,41.321896231752845
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,1,3917.0,31.588709677419356,0.34444444444444444,Low Risk,0.09809135487467247,1,Approved,Low Risk,12.163328004459386
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,1,4408.0,36.733333333333334,0.3333333333333333,Low Risk,0.17793628907712478,1,Approved,Low Risk,21.352354689254973
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,1,3244.0,40.55,0.2222222222222222,Low Risk,0.2145143642426861,1,Approved,Low Risk,17.16114913941489
LP001698,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,1,6506.0,118.2909090909091,0.1527777777777778,Low Risk,0.4588072036452844,1,Approved,Medium Risk,25.23439620049064
LP001699,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,1,2479.0,42.016949152542374,0.1638888888888889,Low Risk,0.27071783746505207,1,Approved,Low Risk,15.972352410438072
LP001702,Male,No,0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,0,3418.0,26.913385826771652,0.3527777777777778,Low Risk,0.16529954094524046,1,Approved,Low Risk,20.993041700045538
LP001708,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,0,10000.0,46.728971962616825,0.5944444444444444,Low Risk,0.13313232936663588,1,Approved,Low Risk,28.49031848446008
LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,0,4680.0,36.5625,0.35555555555555557,High Risk,0.7885631631911088,0,Rejected,High Risk,100.93608488846192
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,1,7787.0,32.44583333333333,0.6666666666666666,Low Risk,0.26006440245225104,1,Approved,Low Risk,62.41545658854025
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,1,5703.0,43.86923076923077,0.3611111111111111,Low Risk,0.25176681087091146,1,Approved,Low Risk,32.72968541321849
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,1,6194.0,45.21167883211679,0.38055555555555554,Low Risk,0.21207088252082695,1,Approved,Low Risk,29.05371090535329
LP001720,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,1,4833.0,48.33,0.2777777777777778,Low Risk,0.1145975227956404,1,Approved,Low Risk,11.45975227956404
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,0,1950.0,14.444444444444445,0.375,Medium Risk,0.6886037109640532,0,Rejected,High Risk,92.96150098014718
LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,1,5502.0,42.0,0.3638888888888889,Low Risk,0.11856555841577354,1,Approved,Low Risk,15.532088152466335
LP001732,Male,Yes,2,Graduate,No,5000,0.0,72.0,360.0,0.0,Semiurban,0,5000.0,69.44444444444444,0.2,High Risk,0.7669225566276345,0,Rejected,High Risk,55.21842407718969
LP001734,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,1.0,Semiurban,1,6666.0,52.488188976377955,0.3527777777777778,Low Risk,0.06121669763486859,1,Approved,Low Risk,7.77452059962831
LP001736,Male,Yes,0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,0,2221.0,37.016666666666666,0.16666666666666666,High Risk,0.9024377023823082,0,Rejected,High Risk,54.1462621429385
LP001743,Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,1,5726.0,49.36206896551724,0.32222222222222224,Low Risk,0.07807442904218775,1,Approved,Low Risk,9.056633768893779
LP001744,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,1,5762.0,40.013888888888886,0.4,Low Risk,0.19322920913629404,1,Approved,Low Risk,27.825006115626344
LP001749,Male,Yes,0,Graduate,No,7578,1010.0,175.0,360.0,1.0,Semiurban,1,8588.0,49.074285714285715,0.4861111111111111,Low Risk,0.1163006367806182,1,Approved,Low Risk,20.352611436608186
LP001750,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,1,6250.0,48.828125,0.35555555555555557,Low Risk,0.10926559098474398,1,Approved,Low Risk,13.985995646047229
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,0,3250.0,19.11764705882353,0.4722222222222222,Medium Risk,0.6677822374977181,0,Rejected,High Risk,113.52298037461209
LP001754,Male,Yes,0,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,0,4735.0,34.31159420289855,0.38333333333333336,Low Risk,0.28454201383767197,1,Approved,Low Risk,39.26679790959873
LP001758,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,1,7945.0,37.833333333333336,0.5833333333333334,Low Risk,0.07760076835550411,1,Approved,Low Risk,16.296161354655865
LP001760,Male,Yes,0,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,1,4758.0,30.11392405063291,0.32916666666666666,Low Risk,0.11444814427372507,1,Approved,Low Risk,18.082806795248562
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,1,6400.0,32.0,0.5555555555555556,Low Risk,0.35735475163992014,1,Approved,Medium Risk,71.47095032798403
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,1,4545.0,43.70192307692308,0.28888888888888886,Low Risk,0.1488442654181389,1,Approved,Low Risk,15.479803603486445
LP001768,Male,Yes,0,Graduate,No,3716,0.0,42.0,180.0,1.0,Rural,1,3716.0,88.47619047619048,0.23333333333333334,Low Risk,0.20021613118817705,1,Approved,Low Risk,8.409077509903437
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,120.0,360.0,1.0,Rural,1,5787.0,48.225,0.3333333333333333,Low Risk,0.4398464578734058,1,Approved,Medium Risk,52.781574944808696
LP001776,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,1,8333.0,29.760714285714286,0.7777777777777778,Low Risk,0.12937462713663972,1,Approved,Low Risk,36.224895598259124
LP001778,Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,1,4934.0,35.24285714285714,0.3888888888888889,Low Risk,0.14568849874146883,1,Approved,Low Risk,20.396389823805634
LP001784,Male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,1,6760.0,39.76470588235294,0.4722222222222222,Low Risk,0.27326633548407386,1,Approved,Low Risk,46.45527703229256
LP001786,Male,Yes,0,Graduate,No,5746,0.0,255.0,360.0,1.0,Urban,0,5746.0,22.533333333333335,0.7083333333333334,Medium Risk,0.6263023883204999,0,Rejected,High Risk,159.70710902172746
LP001788,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,1.0,Urban,1,3463.0,28.385245901639344,0.3388888888888889,Low Risk,0.248753672998845,1,Approved,Low Risk,30.34794810585909
LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,1,3812.0,34.035714285714285,0.3111111111111111,Low Risk,0.29706050279888374,1,Approved,Low Risk,33.27077631347498
LP001792,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,1,3315.0,34.53125,0.26666666666666666,Low Risk,0.1323414406311636,1,Approved,Low Risk,12.704778300591705
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,1,10819.0,90.15833333333333,0.3333333333333333,Low Risk,0.1984517527633728,1,Approved,Low Risk,23.814210331604734
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,0,4493.0,32.09285714285714,0.7777777777777778,Low Risk,0.29143710693009917,1,Approved,Low Risk,40.801194970213885
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,1,8666.0,55.909677419354836,2.5833333333333335,Low Risk,0.31402088686284624,1,Approved,Medium Risk,48.67323746374117
LP001807,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,1,7550.0,69.9074074074074,0.3,Low Risk,0.1906341790590803,1,Approved,Low Risk,20.588491338380674
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,1,7823.0,63.60162601626016,0.3416666666666667,Low Risk,0.19256673989296846,1,Approved,Low Risk,23.685709006835122
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,0,10383.0,86.525,0.6666666666666666,Low Risk,0.36323663779835913,1,Approved,Medium Risk,43.5883965358031
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,1,9703.0,86.63392857142857,0.3111111111111111,Low Risk,0.1309044000836117,1,Approved,Low Risk,14.661292809364511
LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,1,6608.0,48.23357664233577,0.7611111111111111,Low Risk,0.27389436744622764,1,Approved,Low Risk,37.52352834013319
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,1,4725.0,38.41463414634146,0.25625,Low Risk,0.15730251350495872,1,Approved,Low Risk,19.34820916110992
LP001825,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,1,3677.0,40.855555555555554,0.25,Low Risk,0.19837664163640234,1,Approved,Low Risk,17.85389774727621
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0,5558.0,27.65174129353234,0.5583333333333333,High Risk,0.9020300579218397,0,Rejected,High Risk,181.30804164228977
LP001836,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,0,3427.0,24.833333333333332,0.38333333333333336,Medium Risk,0.5632750788497357,0,Rejected,Medium Risk,77.73196088126353
LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,1,4750.0,45.67307692307692,0.28888888888888886,Low Risk,0.48303752585531357,1,Approved,Medium Risk,50.23590268895261
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,1,9762.0,34.98924731182796,1.55,Low Risk,0.23695593057762465,1,Approved,Low Risk,66.11070463115728
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,0,16250.0,84.63541666666667,0.5333333333333333,High Risk,0.9558901885325065,0,Rejected,High Risk,183.53091619824124
LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,1,3083.0,12.090196078431372,0.7083333333333334,Medium Risk,0.6261618416337869,0,Rejected,High Risk,159.67126961661566
LP001849,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,0,6045.0,52.56521739130435,0.3194444444444444,High Risk,0.9662200699441533,0,Rejected,High Risk,111.11530804357763
LP001854,Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,0,5250.0,55.851063829787236,0.2611111111111111,Low Risk,0.1348394125929353,1,Approved,Low Risk,12.674904783735919
LP001859,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,0,16783.0,55.20723684210526,0.8444444444444444,Low Risk,0.24800207284891063,1,Approved,Low Risk,75.39263014606883
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,1.0,Semiurban,0,4931.0,38.5234375,0.35555555555555557,Low Risk,0.10776460521434394,1,Approved,Low Risk,13.793869467436025
LP001865,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,1.0,Urban,1,10333.0,31.312121212121212,0.9166666666666666,Low Risk,0.26973558236420336,1,Approved,Low Risk,89.0127421801871
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,1,4269.0,31.85820895522388,0.37222222222222223,Low Risk,0.18541508652880334,1,Approved,Low Risk,24.845621594859647
LP001870,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,0,3481.0,22.45806451612903,4.305555555555555,Medium Risk,0.5505421415242144,0,Rejected,Medium Risk,85.33403193625324
LP001871,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,1,7200.0,60.0,0.3333333333333333,Low Risk,0.2568108139622969,1,Approved,Low Risk,30.817297675475626
LP001872,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,1,5166.0,40.359375,0.35555555555555557,Low Risk,0.19974969544865895,1,Approved,Low Risk,25.567961017428345
LP001875,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,1,7542.0,49.94701986754967,0.41944444444444445,Low Risk,0.3629570579004032,1,Approved,Medium Risk,54.80651574296089
